config,instance,severity,method,policy_source,seed,total_cost,departed,cpu,breakdown_count
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),27,7077.1412,15,471.8094,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),28,7432.4222,17,437.2013,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),29,7193.9326,15,479.5955,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),30,7157.4156,15,477.161,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),31,7276.1038,16,454.7565,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),32,6775.1266,11,615.9206,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),33,6983.289,13,537.1761,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),34,6967.474,14,497.6767,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),35,7168.222,15,477.8815,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),36,6972.0836,13,536.3141,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),37,7024.5556,13,540.3504,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),38,6689.4814,12,557.4568,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),39,7109.2188,15,473.9479,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),40,7087.0376,13,545.1567,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),41,7039.2062,15,469.2804,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),42,6741.6138,12,561.8012,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),43,7407.5562,17,435.7386,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),44,7501.387,18,416.7437,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),45,7216.4688,16,451.0293,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),46,7550.807,15,503.3871,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),47,6822.0624,13,524.774,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),48,6664.2668,9,740.4741,
j15c10a1__stationary.json,j15c10a1,stationary,ShortestQueue,ns:baselines.run_episode+fastpath(exact),49,7414.6522,17,436.156,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),0,6740.167,11,612.7425,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),1,7401.5976,18,411.1999,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),2,7296.1666,16,456.0104,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),3,6938.6008,14,495.6143,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),4,6903.6372,12,575.3031,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),5,6800.1234,12,566.677,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),6,7219.4784,16,451.2174,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),7,6820.05,14,487.1464,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),8,7610.8564,17,447.6974,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),9,6741.5206,12,561.7934,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),10,7459.1002,18,414.3945,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),11,6880.9214,13,529.3016,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),12,6618.6104,10,661.861,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),13,6851.5888,13,527.0453,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),14,6843.144,12,570.262,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),15,7055.2486,14,503.9463,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),16,6690.2262,12,557.5189,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),17,7350.3796,17,432.3753,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),18,7068.6158,14,504.9011,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),19,6923.6258,15,461.5751,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),20,7394.987,18,410.8326,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),21,7365.5142,16,460.3446,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),22,7478.659,16,467.4162,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),23,7349.7524,17,432.3384,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),24,6899.551,15,459.9701,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),25,7436.3134,17,437.4302,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),26,7153.786,14,510.9847,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),27,7077.1412,15,471.8094,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),28,7432.4222,17,437.2013,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),29,7193.9326,15,479.5955,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),30,7157.4156,15,477.161,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),31,7276.1038,16,454.7565,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),32,6775.1266,11,615.9206,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),33,6983.289,13,537.1761,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),34,6967.474,14,497.6767,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),35,7168.222,15,477.8815,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),36,6972.0836,13,536.3141,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),37,7024.5556,13,540.3504,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),38,6689.4814,12,557.4568,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),39,7109.2188,15,473.9479,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),40,7087.0376,13,545.1567,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),41,7039.2062,15,469.2804,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),42,6741.6138,12,561.8012,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),43,7407.5562,17,435.7386,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),44,7501.387,18,416.7437,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),45,7216.4688,16,451.0293,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),46,7550.807,15,503.3871,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),47,6822.0624,13,524.774,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),48,6664.2668,9,740.4741,
j15c10a1__stationary.json,j15c10a1,stationary,LeastUtilised,ns:baselines.run_episode+fastpath(exact),49,7414.6522,17,436.156,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,0,7224.2572,15,481.6171,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,1,7620.4352,17,448.2609,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,2,7486.9386,16,467.9337,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,3,6900.8778,13,530.8368,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,4,6650.1106,9,738.9012,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,5,6877.3244,13,529.025,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,6,7668.5804,18,426.0322,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,7,6980.8804,14,498.6343,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,8,7496.3644,16,468.5228,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,9,6941.8288,14,495.8449,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,10,7389.6722,18,410.5373,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,11,6934.3842,12,577.8654,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,12,6260.6116,8,782.5764,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,13,7174.912,14,512.4937,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,14,7117.123,13,547.471,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,15,7066.528,13,543.5791,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,16,7134.9932,13,548.8456,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,17,7466.0242,18,414.7791,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,18,6471.672,11,588.3338,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,19,6882.4254,13,529.4173,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,20,7128.4772,18,396.0265,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,21,7342.8074,15,489.5205,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,22,7454.0628,17,438.4743,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,23,7213.842,17,424.3436,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,24,7318.985,17,430.5285,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,25,7629.6996,18,423.8722,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,26,7518.888,17,442.2875,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,27,7236.4012,14,516.8858,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,28,7558.2458,19,397.8024,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,29,7195.8744,14,513.991,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,30,7136.1764,15,475.7451,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,31,7221.4002,15,481.4267,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,32,6890.8212,12,574.2351,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,33,6987.0934,13,537.4687,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,34,6971.9412,14,497.9958,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,35,7089.609,13,545.3545,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,36,6606.4834,10,660.6483,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,37,6957.6406,13,535.2031,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,38,6686.6556,10,668.6656,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,39,7395.0478,16,462.1905,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,40,6811.9198,14,486.5657,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,41,7016.5774,13,539.7367,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,42,6787.1812,11,617.0165,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,43,7063.0092,16,441.4381,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,44,7398.549,16,462.4093,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,45,7282.3076,14,520.1648,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,46,7183.8244,16,448.989,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,47,6727.183,12,560.5986,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,48,6226.854,7,889.5506,
j15c10a1__stationary.json,j15c10a1,stationary,RoundRobin,ns:baselines.run_episode,49,6966.7552,13,535.9042,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,0,6783.5348,12,565.2946,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,1,6672.6764,12,556.0564,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,2,7320.9744,13,563.1519,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,3,6331.4536,9,703.4948,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,4,6600.5676,10,660.0568,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,5,6657.9692,10,665.7969,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,6,6336.9232,9,704.1026,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,7,6436.5972,10,643.6597,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,8,6988.472,13,537.5748,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,9,6292.568,8,786.571,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,10,6737.124,14,481.2231,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,11,6974.3152,12,581.1929,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,12,6369.3088,10,636.9309,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,13,6557.43,11,596.13,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,14,6782.7896,11,616.6172,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,15,6484.7884,9,720.532,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,16,6888.6344,13,529.895,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,17,6919.1288,11,629.0117,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,18,6726.4344,11,611.494,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,19,6734.9464,11,612.2679,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,20,7116.5552,13,547.4273,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,21,6533.1576,10,653.3158,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,22,6765.8976,13,520.4537,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,23,6974.8932,13,536.5302,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,24,6834.8184,13,525.7553,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,25,6744.4144,12,562.0345,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,26,6678.1292,12,556.5108,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,27,6857.526,11,623.4115,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,28,6771.99,13,520.9223,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,29,7009.096,13,539.1612,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,30,6208.794,7,886.9706,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,31,6723.412,10,672.3412,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,32,6328.8876,9,703.2097,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,33,6574.1088,10,657.4109,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,34,6687.8264,11,607.9842,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,35,6420.4872,11,583.6807,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,36,6717.2336,12,559.7695,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,37,6859.1712,13,527.6286,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,38,6555.2688,10,655.5269,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,39,6675.0496,12,556.2541,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,40,6765.4408,8,845.6801,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,41,6260.0448,8,782.5056,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,42,6427.4736,9,714.1637,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,43,6839.0208,13,526.0785,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,44,6952.9992,11,632.0908,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,45,6998.0324,13,538.3102,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,46,6846.6628,12,570.5552,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,47,6290.2124,10,629.0212,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,48,6548.4068,10,654.8407,
j15c10a1__stationary.json,j15c10a1,stationary,CostMinimising,ns:baselines.run_episode,49,6967.6324,12,580.636,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,0,6871.574,14,490.8267,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,1,7107.304,17,418.0767,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,2,7328.0254,17,431.0603,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,3,6856.3454,12,571.3621,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,4,6620.2988,9,735.5888,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,5,6611.1388,13,508.5491,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,6,6774.664,14,483.9046,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,7,7057.8776,16,441.1174,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,8,7029.9904,15,468.666,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,9,6154.3026,7,879.1861,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,10,7428.6928,19,390.9838,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,11,6756.9918,10,675.6992,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,12,6768.6716,11,615.3338,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,13,6557.8248,11,596.1659,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,14,6878.8936,13,529.1457,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,15,6801.6672,13,523.2052,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,16,6956.1172,14,496.8655,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,17,6640.8198,12,553.4017,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,18,7166.3764,17,421.5516,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,19,7049.7464,14,503.5533,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,20,7006.6994,15,467.1133,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,21,7175.1566,14,512.5112,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,22,7260.058,17,427.0622,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,23,7385.3514,18,410.2973,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,24,6841.7414,14,488.6958,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,25,7393.6918,17,434.923,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,26,7283.0872,14,520.2205,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,27,6856.3954,16,428.5247,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,28,6575.0818,12,547.9235,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,29,7408.7036,15,493.9136,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,30,6877.4618,14,491.2473,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,31,6477.1658,12,539.7638,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,32,6905.6174,11,627.7834,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,33,6755.9022,13,519.6848,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,34,7049.1802,14,503.5129,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,35,6954.9278,14,496.7806,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,36,7156.9756,14,511.2125,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,37,6833.7116,13,525.6701,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,38,6799.1064,12,566.5922,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,39,7151.3878,16,446.9617,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,40,6757.0452,11,614.2768,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,41,6288.338,6,1048.0563,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,42,6919.3682,11,629.0335,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,43,7043.0528,15,469.5369,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,44,7422.4548,17,436.615,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,45,6712.8202,14,479.4872,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,46,6826.6486,15,455.1099,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,47,6646.1156,11,604.1923,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,48,6815.1504,9,757.2389,
j15c10a1__stationary.json,j15c10a1,stationary,Random,ns:baselines.run_episode,49,7298.4322,15,486.5621,
j15c10a1__stationary.json,j15c10a1,stationary,VanillaTS,ns:run_sweep.run_bandit_episode,0,6737.1598,12,561.43,
j15c10a1__stationary.json,j15c10a1,stationary,VanillaTS,ns:run_sweep.run_bandit_episode,1,6922.8022,14,494.4859,
j15c10a1__stationary.json,j15c10a1,stationary,VanillaTS,ns:run_sweep.run_bandit_episode,2,7524.0178,17,442.5893,
j15c10a1__stationary.json,j15c10a1,stationary,VanillaTS,ns:run_sweep.run_bandit_episode,3,6853.6698,10,685.367,
j15c10a1__stationary.json,j15c10a1,stationary,VanillaTS,ns:run_sweep.run_bandit_episode,4,6856.4598,11,623.3145,
j15c10a1__stationary.json,j15c10a1,stationary,VanillaTS,ns:run_sweep.run_bandit_episode,5,6880.9302,13,529.3023,
